# File generated by CMD 2.8 (http://stev.oapd.inaf.it/cmd) on Fri Oct 14 08:19:41 CEST 2016
# PARSEC isochrones, release v1.2S
# Basic references: Bressan et al. (2012), MNRAS, 427, 127 + Chen et al. (2014, 2015), MNRAS, 444, 2525 + MNRAS, 452, 1068 + Tang et al. (2014), MNRAS, 445, 4287
# Warning: you choose not to include the TP-AGB phase!
# Photometric system: <i>UBVRIJHK</i> (cf. Maiz-Apellaniz 2006 + Bessell 1990)
# Using NBC version of bolometric corrections as in Chen et al. (2014), MNRAS, 444, 2525
# BCs of Carbon stars derive from Aringer et al. (2009, A&A 503, 913)
# O-rich circumstellar dust ignored
# C-rich circumstellar dust ignored
# IMF: Chabrier (2001) lognormal 
# On RGB, assumed Reimers mass loss with efficiency eta=0.2
# Kind of output: isochrone tables
#	Isochrone  Z = 0.00800	Y = 0.26300	[M/H] = -0.276	eta_R = 0.200	Age = 	1.0000e+05 yr
#      Z	log(age/yr)	M_ini   	M_act	logL/Lo	logTe	logG	mbol    U       B       V       R       I       J       H       K	int_IMF	stage
	0.008000	5.0000	0.09000000	0.0900	-0.7199	3.4766	2.9706	6.570	11.734	10.809	9.543	8.121	6.388	4.631	4.032	3.721	1.46765435	0
	0.008000	5.0000	0.10000000	0.1000	-0.6446	3.4811	2.9590	6.381	11.491	10.556	9.300	7.900	6.180	4.451	3.834	3.536	1.57040203	0
	0.008000	5.0000	0.11306608	0.1131	-0.5604	3.4873	2.9529	6.171	11.218	10.260	9.014	7.642	5.945	4.255	3.612	3.331	1.69010127	0
	0.008000	5.0000	0.12013311	0.1201	-0.5180	3.4904	2.9494	6.065	11.081	10.112	8.870	7.513	5.827	4.157	3.500	3.227	1.74889851	0
	0.008000	5.0000	0.13377641	0.1338	-0.4447	3.4968	2.9482	5.882	10.844	9.847	8.613	7.285	5.622	3.989	3.305	3.047	1.85254073	0
	0.008000	5.0000	0.14000000	0.1400	-0.4111	3.4997	2.9459	5.798	10.736	9.726	8.496	7.182	5.528	3.912	3.216	2.964	1.89584959	0
	0.008000	5.0000	0.14638585	0.1464	-0.3824	3.5027	2.9486	5.726	10.641	9.614	8.384	7.085	5.445	3.849	3.140	2.895	1.93801486	0
	0.008000	5.0000	0.17061858	0.1706	-0.2787	3.5139	2.9563	5.467	10.301	9.203	7.966	6.724	5.144	3.622	2.868	2.646	2.08019924	0
	0.008000	5.0000	0.18679579	0.1868	-0.2156	3.5213	2.9623	5.309	10.094	8.942	7.696	6.493	4.960	3.488	2.703	2.497	2.16167998	0
	0.008000	5.0000	0.20955573	0.2096	-0.1323	3.5317	2.9706	5.101	9.810	8.581	7.325	6.179	4.715	3.314	2.491	2.302	2.26209044	0
	0.008000	5.0000	0.22938453	0.2294	-0.0664	3.5408	2.9802	4.936	9.572	8.272	6.995	5.899	4.517	3.181	2.332	2.157	2.33813334	0
	0.008000	5.0000	0.26279578	0.2628	0.0371	3.5550	2.9924	4.677	9.174	7.774	6.471	5.447	4.208	2.973	2.100	1.940	2.44752288	0
	0.008000	5.0000	0.28985894	0.2899	0.1121	3.5653	3.0012	4.490	8.864	7.405	6.089	5.110	3.987	2.822	1.943	1.793	2.52216649	0
	0.008000	5.0000	0.30174190	0.3017	0.1421	3.5695	3.0056	4.415	8.733	7.254	5.933	4.971	3.898	2.762	1.883	1.737	2.55172753	0
	0.008000	5.0000	0.34272522	0.3427	0.2436	3.5825	3.0114	4.161	8.264	6.779	5.464	4.543	3.608	2.547	1.689	1.552	2.64137602	0
	0.008000	5.0000	0.34999999	0.3500	0.2598	3.5847	3.0129	4.120	8.186	6.703	5.391	4.477	3.563	2.513	1.658	1.523	2.65552020	0
	0.008000	5.0000	0.38230801	0.3823	0.3340	3.5936	3.0127	3.935	7.835	6.376	5.081	4.191	3.358	2.351	1.515	1.388	2.71304083	0
	0.008000	5.0000	0.40000001	0.4000	0.3709	3.5981	3.0134	3.843	7.654	6.214	4.932	4.055	3.257	2.269	1.445	1.321	2.74133730	0
	0.008000	5.0000	0.44696119	0.4470	0.4643	3.6086	3.0103	3.609	7.200	5.825	4.576	3.729	3.005	2.060	1.264	1.149	2.80713129	0
	0.008000	5.0000	0.44999999	0.4500	0.4701	3.6092	3.0100	3.595	7.173	5.801	4.554	3.709	2.990	2.047	1.253	1.138	2.81098008	0
	0.008000	5.0000	0.50000000	0.5000	0.5605	3.6185	3.0024	3.369	6.747	5.446	4.233	3.418	2.750	1.841	1.073	0.966	2.86847806	0
	0.008000	5.0000	0.55000001	0.5500	0.6438	3.6262	2.9914	3.160	6.358	5.131	3.950	3.162	2.531	1.650	0.905	0.803	2.91663504	0
	0.008000	5.0000	0.60000002	0.6000	0.7211	3.6327	2.9779	2.967	6.007	4.849	3.696	2.933	2.330	1.472	0.747	0.650	2.95739889	0
	0.008000	5.0000	0.64999998	0.6500	0.7973	3.6381	2.9580	2.777	5.681	4.585	3.457	2.715	2.134	1.294	0.587	0.493	2.99236870	0
	0.008000	5.0000	0.69557130	0.6956	0.8508	3.6424	2.9513	2.643	5.439	4.394	3.286	2.562	1.995	1.172	0.478	0.388	3.02003574	0
	0.008000	5.0000	0.69999999	0.7000	0.8553	3.6429	2.9512	2.632	5.417	4.377	3.271	2.549	1.983	1.161	0.469	0.379	3.02253795	0
	0.008000	5.0000	0.73670363	0.7367	0.9065	3.6480	2.9428	2.504	5.161	4.182	3.099	2.399	1.849	1.047	0.372	0.286	3.04215312	0
	0.008000	5.0000	0.75000000	0.7500	0.9274	3.6498	2.9367	2.451	5.065	4.107	3.032	2.340	1.794	0.999	0.330	0.245	3.04879928	0
	0.008000	5.0000	0.79374653	0.7937	0.9718	3.6527	2.9287	2.340	4.884	3.960	2.898	2.218	1.681	0.896	0.238	0.154	3.06914020	0
	0.008000	5.0000	0.80000001	0.8000	0.9778	3.6531	2.9278	2.325	4.859	3.940	2.880	2.202	1.665	0.882	0.225	0.142	3.07187057	0
	0.008000	5.0000	0.82194442	0.8219	0.9988	3.6544	2.9238	2.273	4.775	3.871	2.817	2.144	1.612	0.833	0.181	0.098	3.08111548	0
	0.008000	5.0000	0.85000002	0.8500	1.0254	3.6561	2.9185	2.206	4.669	3.785	2.738	2.072	1.544	0.771	0.125	0.043	3.09222293	0
	0.008000	5.0000	0.86066526	0.8607	1.0350	3.6567	2.9166	2.182	4.632	3.754	2.710	2.046	1.519	0.749	0.105	0.023	3.09625077	0
	0.008000	5.0000	0.89999998	0.9000	1.0741	3.6587	2.9048	2.085	4.487	3.632	2.597	1.941	1.420	0.656	0.019	-0.061	3.11026096	0
	0.008000	5.0000	0.94999999	0.9500	1.1162	3.6611	2.8961	1.980	4.325	3.498	2.473	1.828	1.312	0.558	-0.071	-0.150	3.12635612	0
	0.008000	5.0000	1.00000000	1.0000	1.1558	3.6633	2.8875	1.880	4.178	3.374	2.359	1.722	1.211	0.465	-0.156	-0.234	3.14080405	0
	0.008000	5.0000	1.04999995	1.0500	1.1907	3.6655	2.8823	1.793	4.044	3.263	2.257	1.628	1.123	0.384	-0.230	-0.307	3.15380883	0
	0.008000	5.0000	1.10000002	1.1000	1.2287	3.6673	2.8718	1.698	3.909	3.148	2.150	1.528	1.026	0.294	-0.314	-0.389	3.16554141	0
	0.008000	5.0000	1.14999998	1.1500	1.2603	3.6690	2.8666	1.619	3.790	3.049	2.059	1.443	0.946	0.220	-0.382	-0.456	3.17617631	0
	0.008000	5.0000	1.20000005	1.2000	1.2915	3.6707	2.8605	1.541	3.677	2.953	1.970	1.360	0.867	0.147	-0.449	-0.523	3.18585706	0
	0.008000	5.0000	1.25000000	1.2500	1.3217	3.6722	2.8542	1.466	3.570	2.862	1.885	1.281	0.791	0.077	-0.515	-0.588	3.19470429	0
	0.008000	5.0000	1.29999995	1.3000	1.3503	3.6736	2.8482	1.394	3.470	2.776	1.805	1.206	0.718	0.009	-0.577	-0.650	3.20280719	0
	0.008000	5.0000	1.35000002	1.3500	1.3799	3.6749	2.8400	1.320	3.370	2.689	1.723	1.128	0.644	-0.061	-0.643	-0.715	3.21023273	0
